
ZTF22abkpgye
            name    RA  DECL                 OTMstart  OTMairmass_start  OTMexptime   dt
655  ZTF22abgmdzg  1.48  33.73  2022-10-25T05:00:00.000              1.11      349.12  2.0
656  ZTF22abgmdzg  1.48  33.73  2022-10-25T05:30:00.000              1.06      336.78  2.5
657  ZTF22abgmdzg  1.48  33.73  2022-10-25T06:00:00.000              1.03      327.81  3.0
658  ZTF22abgmdzg  1.48  33.73  2022-10-25T06:30:00.000              1.01      323.42  3.5
659  ZTF22abgmdzg  1.48  33.73  2022-10-25T07:00:00.000              1.00      320.52  4.0
660  ZTF22abgmdzg  1.48  33.73  2022-10-25T07:30:00.000              1.00      320.52  4.5
661  ZTF22abgmdzg  1.48  33.73  2022-10-25T08:00:00.000              1.02      326.34  5.0
662  ZTF22abgmdzg  1.48  33.73  2022-10-25T08:30:00.000              1.05      333.76  5.5
663  ZTF22abgmdzg  1.48  33.73  2022-10-25T09:00:00.000              1.10      345.99  6.0
664  ZTF22abgmdzg  1.48  33.73  2022-10-25T09:30:00.000              1.16      361.90  6.5
665  ZTF22abgmdzg  1.48  33.73  2022-10-25T10:00:00.000              1.25      387.16  7.0
666  ZTF22abgmdzg  1.48  33.73  2022-10-25T10:30:00.000              1.36      417.92  7.5
667  ZTF22abgmdzg  1.48  33.73  2022-10-25T11:00:00.000              1.52      463.46  8.0
668  ZTF22abgmdzg  1.48  33.73  2022-10-25T11:30:00.000              1.73      528.03  8.5
669  ZTF22abgmdzg  1.48  33.73  2022-10-25T12:00:00.000              2.04      629.26  9.0
670  ZTF22abgmdzg  1.48  33.73  2022-10-25T12:30:00.000              2.49      802.23  9.5

ZTF22abecedy
             name    RA   DECL                 OTMstart  OTMairmass_start  OTMexptime   dt
693  ZTF22abecedy  1.68 -15.33  2022-10-25T03:00:00.000              4.75     8204.70  0.0
694  ZTF22abecedy  1.68 -15.33  2022-10-25T03:30:00.000              3.31     3148.09  0.5
695  ZTF22abecedy  1.68 -15.33  2022-10-25T04:00:00.000              2.59     1980.96  1.0
696  ZTF22abecedy  1.68 -15.33  2022-10-25T04:30:00.000              2.17     1498.93  1.5
697  ZTF22abecedy  1.68 -15.33  2022-10-25T05:00:00.000              1.90     1246.53  2.0
698  ZTF22abecedy  1.68 -15.33  2022-10-25T05:30:00.000              1.73     1104.00  2.5
699  ZTF22abecedy  1.68 -15.33  2022-10-25T06:00:00.000              1.62     1022.74  3.0
700  ZTF22abecedy  1.68 -15.33  2022-10-25T06:30:00.000              1.55      973.38  3.5
701  ZTF22abecedy  1.68 -15.33  2022-10-25T07:00:00.000              1.51      947.46  4.0
702  ZTF22abecedy  1.68 -15.33  2022-10-25T07:30:00.000              1.52      951.73  4.5
703  ZTF22abecedy  1.68 -15.33  2022-10-25T08:00:00.000              1.55      973.38  5.0
704  ZTF22abecedy  1.68 -15.33  2022-10-25T08:30:00.000              1.62     1022.74  5.5
705  ZTF22abecedy  1.68 -15.33  2022-10-25T09:00:00.000              1.73     1104.00  6.0
706  ZTF22abecedy  1.68 -15.33  2022-10-25T09:30:00.000              1.90     1246.53  6.5
707  ZTF22abecedy  1.68 -15.33  2022-10-25T10:00:00.000              2.17     1498.93  7.0
708  ZTF22abecedy  1.68 -15.33  2022-10-25T10:30:00.000              2.59     1980.96  7.5
709  ZTF22abecedy  1.68 -15.33  2022-10-25T11:00:00.000              3.32     3176.53  8.0

ZTF22abajudi
             name    RA   DECL                 OTMstart  OTMairmass_start  OTMexptime   dt
737  ZTF22abajudi  2.34 -22.72  2022-10-25T04:00:00.000              5.26     1186.37  1.0
738  ZTF22abajudi  2.34 -22.72  2022-10-25T04:30:00.000              3.67      615.27  1.5
739  ZTF22abajudi  2.34 -22.72  2022-10-25T05:00:00.000              2.88      437.14  2.0
740  ZTF22abajudi  2.34 -22.72  2022-10-25T05:30:00.000              2.43      357.05  2.5
741  ZTF22abajudi  2.34 -22.72  2022-10-25T06:00:00.000              2.15      313.40  3.0
742  ZTF22abajudi  2.34 -22.72  2022-10-25T06:30:00.000              1.97      286.44  3.5
743  ZTF22abajudi  2.34 -22.72  2022-10-25T07:00:00.000              1.86      271.39  4.0
744  ZTF22abajudi  2.34 -22.72  2022-10-25T07:30:00.000              1.80      262.98  4.5
745  ZTF22abajudi  2.34 -22.72  2022-10-25T08:00:00.000              1.79      261.80  5.0
746  ZTF22abajudi  2.34 -22.72  2022-10-25T08:30:00.000              1.82      265.36  5.5
747  ZTF22abajudi  2.34 -22.72  2022-10-25T09:00:00.000              1.90      276.32  6.0
748  ZTF22abajudi  2.34 -22.72  2022-10-25T09:30:00.000              2.03      295.60  6.5
749  ZTF22abajudi  2.34 -22.72  2022-10-25T10:00:00.000              2.25      327.81  7.0
750  ZTF22abajudi  2.34 -22.72  2022-10-25T10:30:00.000              2.59      383.69  7.5
751  ZTF22abajudi  2.34 -22.72  2022-10-25T11:00:00.000              3.15      491.37  8.0
752  ZTF22abajudi  2.34 -22.72  2022-10-25T11:30:00.000              4.17      756.67  8.5
753  ZTF22abajudi  2.34 -22.72  2022-10-25T12:00:00.000              6.49     1963.22  9.0
